time,seconds_elapsed,acc_z,acc_y,acc_x,gyro_z,gyro_y,gyro_x
1772903878672411600,0.11041162109375,-0.7254390716552734,-0.0986979007720947,-0.1897236108779907,0.2791652083396911,0.6646208763122559,0.8533781170845032
1772903878691397000,0.129397216796875,-0.8734979629516602,0.1011605262756347,-0.2216139435768127,0.3500255048274994,0.3610210716724396,0.8075632452964783
1772903878710382600,0.148382568359375,-1.140760898590088,0.3535741567611694,-0.1349666714668274,0.3750709891319275,0.0299323741346597,0.6890554428100586
1772903878729368000,0.1673681640625,-1.6548089981079102,0.3222850561141968,-0.0924883484840393,0.4153880476951599,-0.1820377111434936,0.4557051360607147
1772903878748353500,0.186353515625,-2.024145126342773,0.0755727291107177,-0.0047217607498168,0.4709767401218414,-0.5119046568870544,0.1466075479984283
1772903878767339000,0.205339111328125,-2.504054069519043,-0.3719393610954284,-0.0893281102180481,0.5192350745201111,-0.8338304162025452,-0.1997527778148651
1772903878786324700,0.22432470703125,-2.254727602005005,-0.1799993515014648,0.0169665813446044,0.5687150955200195,-0.851545512676239,-0.5601630210876465
1772903878805310200,0.243310302734375,-2.239966869354248,-0.59989994764328,-0.0230528116226196,0.7275399565696716,-0.9566142559051514,-0.9181297421455384
1772903878824295700,0.262295654296875,-2.184759616851806,-1.1053858995437622,0.2904183864593506,0.8484911918640137,-0.9853248596191406,-1.2553271055221558
1772903878843281200,0.28128125,-1.4329876899719238,-1.2917993068695068,0.5257247686386108,0.9651663303375244,-1.2162318229675293,-1.5332705974578855
1772903878862266600,0.3002666015625,-0.8388779163360596,-1.296561598777771,0.8426098823547363,1.0378592014312744,-1.6688826084136963,-1.8173227310180664
1772903878881252000,0.319252197265625,0.2875392436981201,-1.0776225328445437,1.5180187225341797,0.9743293523788452,-2.4434590339660645,-2.2345433235168457
1772903878900237600,0.338237548828125,3.3596410751342773,-0.8822515606880188,2.121398448944092,0.925460159778595,-3.4245078563690186,-2.7617197036743164
1772903878919223300,0.357223388671875,9.393295288085938,-0.5655017495155334,3.5919785499572754,0.8729257583618164,-3.820348262786865,-2.9095489978790283
1772903878938208800,0.376208740234375,16.194833755493164,-0.5550259351730347,6.269855976104736,0.5852084755897522,-3.2821764945983887,-2.413526773452759
1772903878957194000,0.395194091796875,20.188270568847656,-0.0812318325042724,6.672623634338379,0.1973093301057815,-2.003025531768799,-1.5515965223312378
1772903878976179700,0.4141796875,19.33345413208008,0.1434582471847534,5.201823711395264,-0.1417206227779388,-0.3824013471603393,-0.7018836140632629
1772903878995165200,0.433165283203125,15.545948028564451,1.2841713428497314,2.450284481048584,-0.2590066790580749,0.7641918659210205,-0.1313359290361404
1772903879014150700,0.452150634765625,11.151026725769045,1.8198068141937256,0.9668469429016112,-0.3304778337478637,1.5027273893356323,0.0995709598064422
1772903879033136000,0.47113623046875,7.662663459777832,1.4662952423095703,0.5244936943054199,-0.4349357187747955,2.1215333938598637,0.1637117564678192
1772903879052121600,0.49012158203125,5.477133750915527,0.9212263822555542,0.3066616058349609,-0.4557051360607147,2.6468770503997803,0.3506363928318023
1772903879071107000,0.509107177734375,3.782742500305176,0.3914805948734283,-0.2071566581726074,-0.3292561173439026,2.8148648738861084,0.665842592716217
1772903879090092500,0.528092529296875,1.9385461807250977,0.0048893094062805,-0.1856367588043213,-0.1191186308860778,2.8344125747680664,0.9492838382720948
1772903879109078300,0.547078369140625,0.1156330108642578,-0.1050736308097839,-0.0749957561492919,0.0561995580792427,2.6945245265960693,1.0916153192520142
1772903879128063700,0.566063720703125,-1.1493635177612305,-0.1164901852607727,-0.3049318790435791,0.2333503514528274,2.4178028106689453,1.063515543937683
1772903879147049200,0.58504931640625,-2.2374839782714844,-0.151933953166008,-0.3087313175201416,0.4214966893196106,2.187506675720215,0.9401208758354188
1772903879166034700,0.60403466796875,-2.551009178161621,-0.1212482005357742,-0.0186914205551147,0.5064069032669067,1.7537927627563477,0.7092140316963196
1772903879185020200,0.623020263671875,-2.822704315185547,-0.2317290604114532,-0.2926325500011444,0.6414080262184143,1.4819579124450684,0.439822643995285
1772903879204005600,0.642005615234375,-2.455474376678467,-0.2274329364299774,-0.6760810017585754,0.8662062287330627,1.0861176252365112,0.2046397030353546
1772903879222991000,0.6609912109375,-2.138535499572754,-0.1915136575698852,-0.5435353517532349,1.0800089836120603,0.7470875978469849,0.0488691814243793
1772903879241976600,0.6799765625,-1.676008224487305,-0.4474659860134125,-0.1524392962455749,1.2034035921096802,0.5064069032669067,-0.0568104237318038
1772903879260962300,0.69896240234375,-0.9346065521240234,-0.608380913734436,0.4486374258995056,1.2327251434326172,0.411722868680954,-0.0323758348822593
1772903879279947800,0.71794775390625,-0.4205217361450195,-0.7495131492614746,0.8820112943649292,1.1722495555877686,0.5100721120834351,0.1111773923039436
1772903879298933200,0.736933349609375,-0.1609888076782226,-0.7300427556037903,1.0402626991271973,1.072678565979004,0.6029235124588013,0.3023780584335327
1772903879317918700,0.755918701171875,-0.2642993927001953,-0.4735040068626404,0.958458662033081,0.9468404054641724,0.5595521330833435,0.4911352694034576
1772903879336904200,0.774904296875,-0.4121913909912109,-0.3844560086727142,0.9697149395942688,0.7611374855041504,0.3426951467990875,0.646905779838562
1772903879355889700,0.7938896484375,-0.5954189300537109,-0.2518827021121979,0.867983341217041,0.6212494969367981,0.1411097645759582,0.758083164691925
1772903879374875100,0.812875244140625,-0.8432693481445312,-0.2849752306938171,1.0291134119033811,0.5070177912712097,0.1258381456136703,0.7525854110717773
1772903879393860600,0.831860595703125,-1.1186189651489258,-0.422852098941803,0.9822388887405396,0.430659681558609,0.2125809490680694,0.6603448390960693
1772903879412846000,0.85084619140625,-1.0120468139648438,-0.3881860971450805,0.7235205173492432,0.3927860558032989,0.2046397030353546,0.5894845128059387
1772903879431831800,0.869831787109375,-1.0221214294433594,-0.3021385669708252,0.5494584441184998,0.3457494676113128,0.0959057733416557,0.554665207862854
1772903879450817300,0.8888173828125,-0.8987646102905273,-0.3766868114471435,0.5101771354675293,0.2956585586071014,0.0397062115371227,0.5235111117362976
1772903879469802800,0.907802734375,-0.9084815979003906,-0.4504971504211426,0.5977386236190796,0.2602283954620361,0.0897971242666244,0.4819723069667816
1772903879488788200,0.926788330078125,-0.9181842803955078,-0.4465920925140381,0.5874651670455933,0.2223547846078872,0.0788015574216842,0.4269944727420807
1772903879507773700,0.945773681640625,-0.5632915496826172,-0.4396513700485229,0.1551881730556488,0.21319180727005,-0.0177150778472423,0.430048793554306
1772903879526759200,0.96475927734375,-0.3218860626220703,-0.589882493019104,-0.06535404920578,0.2620609998703003,-0.0684168562293052,0.4990765154361725
1772903879545744600,0.98374462890625,-0.5741691589355469,-0.5357964038848877,0.1998625695705413,0.2565632164478302,-0.0647516697645187,0.5332849621772766
1772903879564730000,1.002730224609375,-1.6341848373413086,-0.3408041000366211,0.525739312171936,0.1905898153781891,-0.015882484614849,0.3628536760807037
1772903879583715600,1.021715576171875,-1.4006681442260742,0.1493760347366333,0.6863557696342468,0.1099556609988212,-0.1020144149661064,0.1374445706605911
